Timestamp,What program are you in currently?,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?,What is your gender? Your answer will only be used for data collection purposes.
2016/11/07 11:55:18 AM EST,Mechatronics Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No,Female
2016/11/07 11:56:31 AM EST,Mechatronics Engineering,2,Yes,Software Development,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Health,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,People,Yes,Male
2016/11/07 11:57:09 AM EST,Mechatronics Engineering,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Female
2016/11/07 12:01:37 PM EST,Mechatronics Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/07 12:22:47 PM EST,Mechatronics Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Male
2016/11/07 12:30:40 PM EST,Mechatronics Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,Machinery,Yes,Female
2016/11/07 12:35:24 PM EST,Mechatronics Engineering,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/07 1:31:44 PM EST,Mechatronics Engineering,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Today,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Male
2016/11/07 1:50:06 PM EST,Mechatronics Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,Yes,Male
2016/11/07 1:54:33 PM EST,Mechatronics Engineering,1,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,People,Yes,Female
2016/11/07 2:01:54 PM EST,Mechatronics Engineering,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/07 2:25:09 PM EST,Mechatronics Engineering,1,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Physics,People,Yes,Female
2016/11/07 2:31:03 PM EST,Mechatronics Engineering,Alumni,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/07 2:33:43 PM EST,Mechatronics Engineering,Alumni,Yes,Software Development,The Automobile,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,No,Male
2016/11/07 2:35:21 PM EST,Mechatronics Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/07 2:39:36 PM EST,Mechatronics Engineering,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes,Male
2016/11/07 2:41:09 PM EST,Mechatronics Engineering,3,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes,Female
2016/11/07 2:49:43 PM EST,Mechatronics Engineering,1,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,No,Male
